File.accession	File.format	Output.type	Experiment.accession	Assay	Biosample.term.id	Biosample.term.name	Biosample.type	Biosample.organism	Biosample.treatments	Biosample.treatments.amount	Biosample.treatments.duration	Experiment.target	Library.made.from	Library.depleted.in	Library.extraction.method	Library.lysis.method	Library.crosslinking.method	Library.strand.specific	Experiment.date.released	Project	RBNS.protein.concentration	Library.fragmentation.method	Library.size.range	Biological.replicate.s.	Technical.replicate	Read.length	Mapped.read.length	Run.type	Paired.end	Paired.with	Derived.from	Size	Lab	md5sum	dbxrefs	File.download.URL	Assembly	Platform	Controlled.by	File.Status	Restricted	Audit.WARNING	Audit.INTERNAL_ACTION	Audit.NOT_COMPLIANT	Audit.ERROR
ENCFF664ZGR	bed narrowPeak	optimal idr thresholded peaks	ENCSR742IDN	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NR2C1-human	DNA					False	2017-01-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF406JPU, ENCFF497RBU, ENCFF735EGA	286705	ENCODE Processing Pipeline	99866240a9404333b974b22bd1667736		https://www.encodeproject.org/files/ENCFF664ZGR/@@download/ENCFF664ZGR.bed.gz	hg19			released	NA	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF996IVU	bed narrowPeak	optimal idr thresholded peaks	ENCSR033NQK	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF830-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF184LWN, ENCFF544LRY, ENCFF626FHE	67192	ENCODE Processing Pipeline	858a6d4a0594e5207d07a18e71bbcf9e		https://www.encodeproject.org/files/ENCFF996IVU/@@download/ENCFF996IVU.bed.gz	hg19			released	NA	moderate library complexity, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF178MOP	bed narrowPeak	optimal idr thresholded peaks	ENCSR000FCD	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SMAD5-human	DNA		see document	see document		False	2014-07-07	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF131YKB, ENCFF235FTG, ENCFF875TQG	398842	ENCODE Processing Pipeline	8793c337b4cbb250f1ea3226f4282427		https://www.encodeproject.org/files/ENCFF178MOP/@@download/ENCFF178MOP.bed.gz	hg19			released	NA	antibody characterized with exemption			
ENCFF583CIY	bed narrowPeak	optimal idr thresholded peaks	ENCSR494UQJ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NR3C1-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF269CZZ, ENCFF923WYM, ENCFF939VKQ	73618	ENCODE Processing Pipeline	fab8230df4fac667f59e49a65da4daab		https://www.encodeproject.org/files/ENCFF583CIY/@@download/ENCFF583CIY.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth	experiment not submitted to GEO	partially characterized antibody	
ENCFF273EYJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR283ZRI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				POLR2G-human	DNA			SDS	formaldehyde	False	2017-12-01	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF102MCA, ENCFF663NYD, ENCFF791LFD	1024718	ENCODE Processing Pipeline	facef1e10b493fe42f62e65a2683f47b		https://www.encodeproject.org/files/ENCFF273EYJ/@@download/ENCFF273EYJ.bed.gz	hg19			released	NA	antibody characterized with exemption, low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	experiment not submitted to GEO		
ENCFF786WZD	bed narrowPeak	optimal idr thresholded peaks	ENCSR387SYS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				DEAF1-human	DNA					False	2016-03-30	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF433RNR, ENCFF671XXI, ENCFF774DGH	64933	ENCODE Processing Pipeline	35a9ccfb765df1b979ffba0e21e27919		https://www.encodeproject.org/files/ENCFF786WZD/@@download/ENCFF786WZD.bed.gz	hg19			released	NA	antibody characterized with exemption, low read depth			
ENCFF925MHB	bed narrowPeak	optimal idr thresholded peaks	ENCSR618GDK	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CEBPZ-human	DNA					False	2014-07-07	ENCODE	NA	NA	NA	1, 4	NA	NA	NA		NA		ENCFF001TDO, ENCFF355FJN, ENCFF830WTR, ENCFF895ZCE	24634	ENCODE Processing Pipeline	883e9c0b1e68c25bad97a58920ac3f58		https://www.encodeproject.org/files/ENCFF925MHB/@@download/ENCFF925MHB.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, low read length, mild to moderate bottlenecking			
ENCFF914RFS	bed narrowPeak	optimal idr thresholded peaks	ENCSR803EKW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NCOA2-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF208GKL, ENCFF676OHT, ENCFF809LWB	59210	ENCODE Processing Pipeline	289ffb2b564ccc8cc2ef594a4cfcf6d4		https://www.encodeproject.org/files/ENCFF914RFS/@@download/ENCFF914RFS.bed.gz	hg19			released	NA	mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF895QLA	bed narrowPeak	optimal idr thresholded peaks	ENCSR137ZMQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				REST-human	DNA					False	2014-07-07	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF116JZW, ENCFF267RGU, ENCFF876EHZ	767264	ENCODE Processing Pipeline	566a637ff871d08a8eb27aa1153826fb		https://www.encodeproject.org/files/ENCFF895QLA/@@download/ENCFF895QLA.bed.gz	hg19			released	NA	borderline replicate concordance, mild to moderate bottlenecking			
ENCFF269EMM	bed narrowPeak	optimal idr thresholded peaks	ENCSR633EIC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				3xFLAG-PBX2-human	DNA					False	2016-06-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF539OHR, ENCFF597QZY, ENCFF906WAQ	71060	ENCODE Processing Pipeline	af53a063019d668f2053979d501052f0		https://www.encodeproject.org/files/ENCFF269EMM/@@download/ENCFF269EMM.bed.gz	hg19			released	NA	low read depth			
ENCFF083YCQ	bed narrowPeak	optimal idr thresholded peaks	ENCSR731LHZ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				E4F1-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF249GYD, ENCFF713DFK, ENCFF952KDF	454049	ENCODE Processing Pipeline	6f611b81e2e1ca4ecaa174c4c3617412		https://www.encodeproject.org/files/ENCFF083YCQ/@@download/ENCFF083YCQ.bed.gz	hg19			released	NA	low read depth, mild to moderate bottlenecking	out of date analysis, experiment not submitted to GEO	partially characterized antibody	
ENCFF684MLP	bed narrowPeak	optimal idr thresholded peaks	ENCSR130HEG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				COPS2-human	DNA					False	2016-09-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF285LKH, ENCFF407JTS, ENCFF549VOY	2643	ENCODE Processing Pipeline	2044df5f64a51f66c629269a417138c3		https://www.encodeproject.org/files/ENCFF684MLP/@@download/ENCFF684MLP.bed.gz	hg19			released	NA	borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF179NDS	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				BHLHE40-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF077KRK, ENCFF159GKF, ENCFF368XWG	491465	ENCODE Processing Pipeline	8a7b06a474913c6365c15ef047a6db83		https://www.encodeproject.org/files/ENCFF179NDS/@@download/ENCFF179NDS.bed.gz	hg19			released	NA	inconsistent target of control experiment, low read length	biological replicates with identical biosample, duplicate lane review		
ENCFF493TZM	bed narrowPeak	optimal idr thresholded peaks	ENCSR744WOO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				TCF12-human	DNA					False	2016-10-24	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF334SEU, ENCFF337ISL, ENCFF870JMX	509065	ENCODE Processing Pipeline	3683eb367b6ea3aaab2799d3a4abd218		https://www.encodeproject.org/files/ENCFF493TZM/@@download/ENCFF493TZM.bed.gz	hg19			released	NA	antibody characterized with exemption			
ENCFF195ODE	bed narrowPeak	optimal idr thresholded peaks	ENCSR557RVF	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZHX1-human	DNA					False	2014-07-07	ENCODE	NA	NA	NA	1, 3	NA	NA	NA		NA		ENCFF001TDO, ENCFF194DPB, ENCFF608GUA, ENCFF924ENQ	66009	ENCODE Processing Pipeline	a1e2f7cfe616efa0fd80d7f1210ba11f		https://www.encodeproject.org/files/ENCFF195ODE/@@download/ENCFF195ODE.bed.gz	hg19			released	NA	low read depth, low read length			
ENCFF558VPP	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BMW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				REST-human	DNA		see document	see document		False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF051ITR, ENCFF621KLV, ENCFF764CZH	239761	ENCODE Processing Pipeline	810c09de8b3c3fe318e8643e8c5b7e2a		https://www.encodeproject.org/files/ENCFF558VPP/@@download/ENCFF558VPP.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	insufficient read depth, poor library complexity, control insufficient read depth, severe bottlenecking	
ENCFF114IWY	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGP	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF143-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF178ANU, ENCFF971SGR, ENCFF984KWO	507074	ENCODE Processing Pipeline	2080efa4f0591f3162e78e92da027eb5		https://www.encodeproject.org/files/ENCFF114IWY/@@download/ENCFF114IWY.bed.gz	hg19			released	NA	inconsistent target of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF836LBG	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EWE	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF274-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF337RTD, ENCFF556HBG, ENCFF565OZP	7351	ENCODE Processing Pipeline	ee40819a3e319921e26d72427860725d		https://www.encodeproject.org/files/ENCFF836LBG/@@download/ENCFF836LBG.bed.gz	hg19			released	NA		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF482CEV	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EHB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				TAL1-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF028EAN, ENCFF056GMV, ENCFF567HZK	504630	ENCODE Processing Pipeline	64b1a7c24e3ca92449341ced85c8cbed		https://www.encodeproject.org/files/ENCFF482CEV/@@download/ENCFF482CEV.bed.gz	hg19			released	NA	inconsistent target of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF262BVP	bed narrowPeak	optimal idr thresholded peaks	ENCSR213HBY	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				TOE1-human	DNA					False	2016-11-17	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF092RVY, ENCFF419UUM, ENCFF956NGK	363499	ENCODE Processing Pipeline	2cc3acce54994851432f7de7dce20f80		https://www.encodeproject.org/files/ENCFF262BVP/@@download/ENCFF262BVP.bed.gz	hg19			released	NA	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking, inconsistent platforms			
ENCFF925ANU	bed narrowPeak	optimal idr thresholded peaks	ENCSR817QKV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				EP400-human	DNA					False	2017-06-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF307VFN, ENCFF311FOZ, ENCFF986DDI	620214	ENCODE Processing Pipeline	a21ec613c1cc66f3735a50212f8ee1f9		https://www.encodeproject.org/files/ENCFF925ANU/@@download/ENCFF925ANU.bed.gz	hg19			released	NA	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF556YCY	bed narrowPeak	optimal idr thresholded peaks	ENCSR546IHU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF184-human	DNA					False	2017-07-28	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF121MTK, ENCFF580OVF, ENCFF722GTZ	197431	ENCODE Processing Pipeline	3f96e4acd4c424097caf1ee9eceedf8a		https://www.encodeproject.org/files/ENCFF556YCY/@@download/ENCFF556YCY.bed.gz	hg19			released	NA				
ENCFF788EBS	bed narrowPeak	optimal idr thresholded peaks	ENCSR167KBO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF316-human	DNA					False	2016-11-10	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF226IEC, ENCFF247ZEK, ENCFF792BGD	1540943	ENCODE Processing Pipeline	3a0d9fd7b87bc7f13bbf44c634b50a0c		https://www.encodeproject.org/files/ENCFF788EBS/@@download/ENCFF788EBS.bed.gz	hg19			released	NA				
ENCFF932UEC	bed narrowPeak	optimal idr thresholded peaks	ENCSR439OCL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF407-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF013YBA, ENCFF197HUM, ENCFF858SYW	69547	ENCODE Processing Pipeline	59e0cbc48512175f74a3919e0576ad96		https://www.encodeproject.org/files/ENCFF932UEC/@@download/ENCFF932UEC.bed.gz	hg19			released	NA	low read depth, mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF455TDM	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BRT	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CBX3-human	DNA		see document	see document		False	2012-02-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF064WFD, ENCFF653UJT, ENCFF831QNI	465905	ENCODE Processing Pipeline	5c2ed80d53a4008c80594b13b59766fa		https://www.encodeproject.org/files/ENCFF455TDM/@@download/ENCFF455TDM.bed.gz	hg19			released	NA	borderline replicate concordance, low read length, inconsistent platforms	biological replicates with identical biosample		
ENCFF284PKK	bed narrowPeak	optimal idr thresholded peaks	ENCSR497VFH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF639-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF204SBR, ENCFF207WQF, ENCFF225XFM	164358	ENCODE Processing Pipeline	b9c899f383de2ba7d6944157dbe28386		https://www.encodeproject.org/files/ENCFF284PKK/@@download/ENCFF284PKK.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth	experiment not submitted to GEO	partially characterized antibody	
ENCFF834WGJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR598TIR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF507-human	DNA					False	2017-02-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF096XNX, ENCFF211EQN, ENCFF396RQL	221226	ENCODE Processing Pipeline	31f39e7e53f6aa68a77cdb6385d89ac6		https://www.encodeproject.org/files/ENCFF834WGJ/@@download/ENCFF834WGJ.bed.gz	hg19			released	NA	missing genetic modification characterization			
ENCFF809YFY	bed narrowPeak	optimal idr thresholded peaks	ENCSR819LHG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				FOXA1-human	DNA					False	2016-11-17	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF113ZZY, ENCFF837QWL, ENCFF996FCB	26422	ENCODE Processing Pipeline	853ae621eda61d33788aa4e3acaa8aba		https://www.encodeproject.org/files/ENCFF809YFY/@@download/ENCFF809YFY.bed.gz	hg19			released	NA	mild to moderate bottlenecking			
ENCFF422NGZ	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BLP	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAX-human	DNA		see document	see document		False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF280XEL, ENCFF609KEQ, ENCFF922CBN	1024235	ENCODE Processing Pipeline	747de7bd157b52cb8b23dbf18917e54a		https://www.encodeproject.org/files/ENCFF422NGZ/@@download/ENCFF422NGZ.bed.gz	hg19			released	NA	control low read depth, borderline replicate concordance, low read length, mild to moderate bottlenecking, low read depth, moderate library complexity	biological replicates with identical biosample		
ENCFF948TXN	bed narrowPeak	optimal idr thresholded peaks	ENCSR077DKV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREM-human	DNA		see document	see document		False	2014-07-07	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF045SMN, ENCFF357OAA, ENCFF477IXW	627991	ENCODE Processing Pipeline	faf8f9d6ef509ef17dd410cd21d30238		https://www.encodeproject.org/files/ENCFF948TXN/@@download/ENCFF948TXN.bed.gz	hg19			released	NA	antibody characterized with exemption, low read depth			
ENCFF699ZII	bed narrowPeak	optimal idr thresholded peaks	ENCSR429QPP	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				FOXM1-human	DNA					False	2017-01-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF804EPQ, ENCFF805KEB, ENCFF847FHY	287070	ENCODE Processing Pipeline	4775f57db3e59a973c0c857c17c0de9b		https://www.encodeproject.org/files/ENCFF699ZII/@@download/ENCFF699ZII.bed.gz	hg19			released	NA	low read depth, moderate library complexity, mild to moderate bottlenecking			
ENCFF968EAL	bed narrowPeak	optimal idr thresholded peaks	ENCSR353HEP	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				TARDBP-human	DNA		see document	see document		False	2014-07-07	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF027BJC, ENCFF032HCI, ENCFF139HGF	136479	ENCODE Processing Pipeline	bba8e09d361ca0cf21a60e83afff4fcd		https://www.encodeproject.org/files/ENCFF968EAL/@@download/ENCFF968EAL.bed.gz	hg19			released	NA	low read depth			
ENCFF096XMD	bed narrowPeak	optimal idr thresholded peaks	ENCSR524BUE	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RAD51-human	DNA					False	2016-06-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF103VVN, ENCFF124ZGQ, ENCFF457XPX	282692	ENCODE Processing Pipeline	59332e8ca90fc4507468b673efd55907		https://www.encodeproject.org/files/ENCFF096XMD/@@download/ENCFF096XMD.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, mild to moderate bottlenecking			
ENCFF314ULQ	bed narrowPeak	optimal idr thresholded peaks	ENCSR530XQI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				L3MBTL2-human	DNA					False	2016-06-23	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF471MPD, ENCFF706LNT, ENCFF875ISD	1006532	ENCODE Processing Pipeline	807407007c047f1cd624d59e5aff4373		https://www.encodeproject.org/files/ENCFF314ULQ/@@download/ENCFF314ULQ.bed.gz	hg19			released	NA	moderate library complexity, mild to moderate bottlenecking			
ENCFF261XPP	bed narrowPeak	optimal idr thresholded peaks	ENCSR033VAZ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				TARDBP-human	DNA					False	2016-04-22	ENCODE	NA	NA	NA	2, 3	NA	NA	NA		NA		ENCFF001TDO, ENCFF506ZBZ, ENCFF612BYB, ENCFF654INX	242184	ENCODE Processing Pipeline	ac65d03826f780526495ec873aa0d673		https://www.encodeproject.org/files/ENCFF261XPP/@@download/ENCFF261XPP.bed.gz	hg19			released	NA				
ENCFF002CXW	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DOI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				POLR3A-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA		NA	NA	NA		NA			30224	ENCODE Consortium Analysis Working Group	9d13b60b0b83cf1043c1fa5e719e66a5		https://www.encodeproject.org/files/ENCFF002CXW/@@download/ENCFF002CXW.bed.gz	hg19			released	NA		biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF253FON	bed narrowPeak	optimal idr thresholded peaks	ENCSR286PCG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZBED1-human	DNA		see document	see document		False	2014-07-07	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF052CCG, ENCFF259MRC, ENCFF648RRL	104275	ENCODE Processing Pipeline	5fdeef786b8622e06a21d2c820b3da97		https://www.encodeproject.org/files/ENCFF253FON/@@download/ENCFF253FON.bed.gz	hg19			released	NA				
ENCFF010MMQ	bed narrowPeak	optimal idr thresholded peaks	ENCSR571BUF	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ARHGAP35-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF113AKA, ENCFF287JMK, ENCFF565ONA	95573	ENCODE Processing Pipeline	c4d9d80170982a17ce764c0984b48c45		https://www.encodeproject.org/files/ENCFF010MMQ/@@download/ENCFF010MMQ.bed.gz	hg19			released	NA	borderline replicate concordance	experiment not submitted to GEO	partially characterized antibody	
ENCFF152VMJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR201NQZ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CTBP1-human	DNA					False	2016-11-17	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF066ESG, ENCFF467AZP, ENCFF860LBQ	860855	ENCODE Processing Pipeline	43558d97b59309ab4ef82a6f8566b6ec		https://www.encodeproject.org/files/ENCFF152VMJ/@@download/ENCFF152VMJ.bed.gz	hg19			released	NA	borderline replicate concordance			
ENCFF872YNU	bed narrowPeak	optimal idr thresholded peaks	ENCSR079WHK	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MCM5-human	DNA					False	2016-09-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF397VOW, ENCFF415ATH, ENCFF508CQR	7405	ENCODE Processing Pipeline	ee5d6d997ebb23f6c456b49af593f6a6		https://www.encodeproject.org/files/ENCFF872YNU/@@download/ENCFF872YNU.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth			
ENCFF836VRV	bed narrowPeak	optimal idr thresholded peaks	ENCSR641BSL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				AGO1-human	DNA			SDS	formaldehyde	False	2017-02-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF191KLS, ENCFF790CEE, ENCFF980ENB	213412	ENCODE Processing Pipeline	ed6161b402cc3a65c4fcd72b0bcd501a		https://www.encodeproject.org/files/ENCFF836VRV/@@download/ENCFF836VRV.bed.gz	hg19			released	NA	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking			
ENCFF728NEV	bed narrowPeak	optimal idr thresholded peaks	ENCSR621ATC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF184-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF422XRA, ENCFF544REW, ENCFF729TVF	260121	ENCODE Processing Pipeline	fcf09c097b11a2cc09977c01b17abe51		https://www.encodeproject.org/files/ENCFF728NEV/@@download/ENCFF728NEV.bed.gz	hg19			released	NA	low read depth	experiment not submitted to GEO	partially characterized antibody	
ENCFF490VVG	bed narrowPeak	optimal idr thresholded peaks	ENCSR893WSB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				HDAC2-human	DNA					False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF368EUJ, ENCFF380RMA, ENCFF399PWD	687231	ENCODE Processing Pipeline	fca556d6c89db48dae7c6c046425eeb5		https://www.encodeproject.org/files/ENCFF490VVG/@@download/ENCFF490VVG.bed.gz	hg19			released	NA	borderline replicate concordance	experiment not submitted to GEO	partially characterized antibody	
